project_number,project_link,hpa_number,location,property,description,review_type,recommendation,meeting_link,previous_review,cfa_action,submitted_documents,owner,,superseded_by
OG 17-244,/records-research/project-search/og-17-244,HPA 17-439,"1644 31st Street, NW
United States",Tudor Place,Restoration of three garden structures,Permit,"No objection to issuance of permit for new landscaping and restoration and reconstruction of gazebo, kitchen arbor, and smokehouse arbor to match existing, per supplemental drawings received 16 June 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,"('/records-research/project-search/og-17-182-0', 'OG 17-182')",,,,,
OG 17-247,/records-research/project-search/og-17-247,HPA 17-442,"1055 Thomas Jefferson Street, NW
United States",Mixed-use,Signs - The Foundry,Permit,"No objection to issuance of permit for proposed signs and stars, per drawings received 15 June 2017, PROVIDED that all penetrations for anchors and conduits are through mortar joints, and holes are patched with brick or mortar as needed.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,"('/records-research/project-search/og-16-293-0', 'OG 16-293')",,,,,
OG 17-249,/records-research/project-search/og-17-249,HPA 17-444,"1001 Papermill Court, NW
United States",Residence,Addition of Window at Attic,Permit,"No objection to issuance of permit for proposed addition of window on side elevation, per drawings received ___ July 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-252,/records-research/project-search/og-17-252,HPA 17-447,"3255 O Street, NW
United States",Residence,"Reconstruction of Front Entry Stoop, Window Restoration, Door Replacement, Alterations",Permit,"No objection to issuance of permit for proposed reconstruction of front entry stoop with brick replacement option #1, door and shutter replacement, and window restoration, per drawings received 27 June 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-253,/records-research/project-search/og-17-253,HPA 17-448,"1723 Wisconsin Avenue, NW
United States",Mixed-use,"Rear and rooftop addition, Demolition, Alterations",Permit,"No objection to issuance of permit for proposed third-story and rear addition per supplemental drawings received 23 June 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,"('/records-research/project-search/og-17-010-1', 'OG 17-010')",,,,,
OG 17-254,/records-research/project-search/og-17-254,HPA 17-449,"3132 M Street, NW
United States",Office building,Installation of Replacement Signage,Permit,"No objection to issuance of permit for proposed removal of existing signage and installation of wall-mounted sign, per drawings received 15 June 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-256,/records-research/project-search/og-17-256,HPA 17-457,"1613 30th Street, NW
United States",Multi-family residence,Structural Stabilization of Rear Multi-Story Balcony,Permit,"No objection to issuance of permit for proposed structural stabilization of rear balcony, per drawings received 20 June 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-258,/records-research/project-search/og-17-258,HPA 17-453,"1310 Wisconsin Avenue, NW
United States",Commercial,Antenna replacement - T-Mobile,Permit,"No objection to issuance of permit for replacement of three existing groupings of three antennas each for the installation of three groupings of two antennas with round enclosures and new mounting frames, per drawings received 23 June 2017, which indicate that the enclosures have a 1-foot gap between the bottom and the roof top.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-260,/records-research/project-search/og-17-260,HPA 17-455,"2710 Poplar Street, NW
United States",Residence,Wood siding replacement,Permit,"No objection to issuance of permit for siding replacement, per drawings received 23 June 2017, PROVIDED existing siding is maintained when possible, German lap siding profile is maintained where extant, corner boards and window trim depth are maintained, and new wood siding matches existing in material, dimensions, and reveal.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-262,/records-research/project-search/og-17-262,HPA 17-457,"3249 N Street, NW
United States",Residence,Replacement of  Tread on Front Stoop,Permit,"No objection to issuance of permit for proposed replacement of stone tread on front stoop, per drawings received 22 June 2017, PROVIDED that replacement stone approved by Staff prior to installation in order to ensure its compatibility.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-264,/records-research/project-search/og-17-264,HPA 17-459,"3257 N Street, NW
United States",Residence,Alterations,Concept,"No objection to concept design for alterations, including the replacement of the front stoop, removal of unoriginal trim at the entrance door, replacement of basement shutters and door, replacement of steps to basement entrance, and the addition of four structural retaining star plates, per drawings received 23 June 2017.  File new submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-267,/records-research/project-search/og-17-267,HPA 17-462,"1525 29th Street, NW
United States",Residence,"Removal of Pool, Deck, Stone Wall, and Portion of Driveway",Permit,"No objection to issuance of permit for proposed removal of pool, deck, stone wall, and portion of driveway, per drawings received 15 June 2017, PROVIDED that the replacement fence and gate at the end of the driveway are submitted for review on a separate application.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-269,/records-research/project-search/og-17-269,HPA 17-464,"3300 O Street, NW
United States",Residence,Curb cut and driveway replacement,Permit,"No objection to issuance of permit for replacement of concrete curb and driveway with brick laid in running bond pattern, brick edging, and granite curbs, per drawings received 23 June 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-275,/records-research/project-search/og-17-275,HPA 17-470,"3238 Reservoir Road, NW
United States",Residence,"Front Entry Door and Garage Door Replacement, Window Replacement, Alterations",Permit,"No objection to issuance of permit for proposed front entry door and garage door replacement, lighting replacement, and alterations to rear fenestration, per drawings received 27 June 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,"('/records-research/project-search/og-17-228-0', 'OG 17-228')",,,,,
OG 17-280,/records-research/project-search/og-17-280,HPA 17-475,"3000 Dent Place
United States",Residence,Replacement of Slate Roof,Permit,"No objection to issuance of permit for proposed replacement of slate roof and related work, per drawings received 15 June 2017, PROVIDED that replacement slate is approved by Staff prior to installation in order to ensure its compatibility with facade.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-283,/records-research/project-search/og-17-283,HPA 17-476,"2913 N Street, NW
United States",Residence,AC replacement,Permit,"No objection to issuance of permit for replacement of rooftop AC unit, per drawings received 23 June 2017, which indicate that the new unit would be smaller than the existing unit in size and would be pushed back 6 feet from the existing location, PROVIDED existing lines and connections are used.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-284,/records-research/project-search/og-17-284,HPA 17-477,"3043 West Lane Keys, NW
United States",Residence,Window and door replacement,Permit,"No objection to issuance of permit for the replacement of French doors and sidelights at the front entrance, screen doors at front, three windows at the second-story of the front elevation, and two windows at the rear, all to match existing, per drawings received 23 June 2017, which indicate shutters would be retained.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,,,,,,
OG 17-286,/records-research/project-search/og-17-286,HPA 17-479,"1726 34th Street, NW
United States",Residence,"Rear alterations, Window replacement, Site work",Permit,"No objection to issuance of permit for proposed alterations to rear porch, window replacement, and site work, per drawings received 27 June 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,"('/records-research/project-search/og-16-267-1', 'OG 16-267')",,,,,
OG 17-287,/records-research/project-search/og-17-287,HPA 17-480,"1724 34th Street, NW
United States",Residence,"Addition, Alterations, Site work",Permit,"No objection to issuance of permit for proposed demolition of screened porch, new two-story rear addition of same footprint, and alterations, per drawings received 27 June 2017.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27498,"('/records-research/project-search/og-16-368-0', 'OG 16-368')",,,,,
CFA 15/JUN/17-b,/records-research/project-search/og-tbd-2,,"Wisconsin Avenue and Water Street, NW
United States",Georgetown Waterfront Park,Alterations and repairs to fountain,Permit,"No objection to issuance of permit for alterations and repairs to fountain, per drawings received 19 May 2017, which indicate the installation of eight granite blocks along the edges of the fountain, the addition of a second trench to allow for better water drainage, and the infill of the existing runnels with a bonded aggregate.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-178,/records-research/project-search/og-17-178,HPA 17-322,"1426 35th Street, NW
United States",Residence,Alteration - Deck,Permit,"No objection to issuance of permit for proposed installation of wood deck on rear elevation, per drawings received 28 April 2017, PROVIDED that the wood railing is painted and pickets/posts are of a traditional style to match those of the adjacent rear porch at 1428 35th Street.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-16-372-0', 'OG 16-372')",,,,,
OG 17-202,/records-research/project-search/og-17-202,HPA 17-398,"1318 34th Street, NW
United States",Residence,Window Replacement on Rear Elevation,Permit,"No objection to issuance of permit for proposed window replacement on rear elevation, per drawings received 12 May 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-203,/records-research/project-search/og-17-203,HPA 17-399,"1310 29th Street, NW
United States",Residence,Restoration Work to Front Elevation,Permit,"No objection to issuance of permit for proposed restoration work to front facade, per drawings received 12 May 2017, PROVIDED that replacement brick is approved by Staff prior to installation in order to ensure its compatibility with facade, and separate application is filed for any window replacement work that is determined to be required.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-211,/records-research/project-search/og-17-211,HPA 17-352,"3330 Cady's Alley, NW
United States",Commercial,"Signs - ""Brilliant Earth""",Permit,"No objection to issuance of permit for signs per drawings received 12 May 2017, which indicate the installation of a fabric banner sign reading ""Brilliant Earth"" to the east of the storefront, pin-mounted letters no larger than 9 inches, also reading ""Brilliant Earth,"" mounted above the storefront at mortar joints, and a card-access reader. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-17-171-0', 'OG 17-171')",,,,,
OG 17-212,/records-research/project-search/og-17-212,HPA 17-353,"3141 N Street, NW
United States",Commercial,Sign - Cafe Georgetown,Permit,"No objection to issuance of permit for proposed installation of suspended sign in front entry and blade sign attached to existing bracket, per drawings received 12 May 2017, PROVIDED that the suspended sign is attached through the underside of the recessed front entry so as to avoid damage to the stone lintel.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-213,/records-research/project-search/og-17-213,HPA 17-355,"3000 M Street, NW
United States",Mixed-use,New mixed-use building (commercial/hotel),Permit,"No objection to issuance of permit to demolish non-contributing two-story M Street wing and erect new two-story wing with five glazed bays, one oriel, and two entrances, re-clad and glaze seven-story structure at south, and construct new two-story addition at existing driveway per supplemental drawings received 12 May 2017. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-16-325-0', 'OG 16-325')",,,,,
OG 17-214,/records-research/project-search/og-17-214,HPA 17-356,"3035 West Lane Keys, NW
United States",Residence,"Dormers, Rear rooftop addition",Permit,"No objection to issuance of permit for the construction of two segmental-arch dormers at the front roof slope and a rooftop addition at the rear, per drawings received ___ May 2017. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-17-197-0', 'OG 17-197')",,,,,
OG 17-215,/records-research/project-search/og-17-215,HPA 17-357,"1211 Wisconsin Avenue, NW
United States",Commercial,"Signs - ""Tory Burch""",Permit,"No objection to issuance of permit for one halo-lit, pin-mounted sign at Wisconsin Avenue storefront reading ""Tory Burch,"" per drawings received 19 May 2017. Please note that second sign at the side elevation was removed from this application. Note: Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-217,/records-research/project-search/og-17-217,HPA 17-359,"3115 O Street, NW
United States",Residence,"Window, Door and Garage Door Replacement",Permit,"No objection to issuance of permit for proposed window, door, garage door, and light fixture replacement, per drawings received 18 May 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-219,/records-research/project-search/og-17-219,HPA 17-361,"3700 O Street, NW
United States",Georgetown University,Installation of Pergola Structures and Planters on Pedestrian Plazas,Concept,"No objection to concept design for proposed installation of pergola structures and planters on pedestrian plaza per drawings received 12 May 2017. File new submission at DCRA of construction drawings, including dimensioned architectural details and cut sheets, with permit application for review by the Commission.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-220,/records-research/project-search/og-17-220,HPA 17-362,"3323 P Street, NW
United States",Residence,"Alterations to Front Side Entrance Gate and Walk, New Areaway, New Brick Wall in Rear Yard ",Permit,"No objection to issuance of permit for proposed alterations to the front side entrance gate and walk, new brick wall in rear yard, and alterations, per drawings received 12 May 2017. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-17-117-0', 'OG 19-265')",,,,,
OG 17-221,/records-research/project-search/og-17-221,HPA 17-363,"2823 N Street, NW
United States",Residence,Revised geothermal wells,Permit,"No objection to the permit revision for the number and locations of the geothermal wells, per supplemental drawings received 19 May 2017, PROVIDED a letter of support from an arborist is submitted prior to the OGB meeting.  Note that the Foundation for the Preservation of Historic Georgetown holds an easement on this property  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-222,/records-research/project-search/og-17-222,HPA 17-364,"2706 Olive Street, NW
United States",Residence,Alterations,Permit,"No objection to issuance of permit for alterations, which include removal of shed addition at the rear for a new addition of similar footprint, extension and underpinning of basement, and replacement of doors, deteriorated windows, and deteriorated siding at main house and rear atrium, per supplemental drawings received 12 May 2017. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-17-115-2', 'OG 17-115')",,,,,
OG 17-225,/records-research/project-search/og-17-225,HPA 17-367,"1527 31st Street, NW
United States",Residence,Restoration Work to Front Elevation,Permit,"No objection to issuance of permit for proposed restoration work to front facade, per drawings received 12 May 2017, PROVIDED that replacement stone lintel and any required replacement brick is approved by Staff prior to installation in order to ensure its compatibility with facade.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-227,/records-research/project-search/og-17-227,HPA 17-369,"1516 31st Street, NW
United States",Residence,Alterations,Permit,"No objection to issuance of permit for one-story addition and porch at rear ell, underpinning at the basement, door replacements, new brick terrace and brick wall, and new pergola with landscaping and site work, per supplemental drawings received 19 May 2017, which indicate that the overhang at the new addition will not extend past the south wall of the main building.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-17-159-0', 'OG 17-159')",,,,,
OG 17-228,/records-research/project-search/og-17-228,HPA 17-370,"3238 Reservoir Road, NW
United States",Residence,Front Entry Door and Garage Door Replacement,Concept,"No objection to concept design for proposed front door, garage door and light fixture replacement, per drawings received 12 May 2017, PROVIDED that replacement light fixture is properly scaled.  File new submission at DCRA of construction drawings, including dimensioned architectural details and cut sheets, with permit application for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-229,/records-research/project-search/og-17-229,HPA 17-371,"1064-1066 Wisconsin Avenue, NW
United States",Commercial,"Signs - Bluestone Lane, Alterations",Permit,"No objection to issuance of permit for proposed alterations, and installation of wall-mounted letter sign, per drawings received 11 May 2017, PROVIDED wall-mounted letters are attached through mortar joints, and existing banner bracket is removed. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-17-175-0', 'OG 17-175')",,,,,
OG 17-231,/records-research/project-search/og-17-231,HPA 17-373,"2725 N Street, NW
United States",Residence,"Rear Addition, Window & Door Replacement",Concept,"No objection to concept design for proposed rear addition and alterations, per drawings received 12 May 2017, PROVIDED that the rear chimney is preserved.  File new submission of working drawings, including details and dimensions, with permit application for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,,,,,,
OG 17-233,/records-research/project-search/og-17-233,HPA 17-375,"2724 Olive Street, NW
United States",Residence,"Rear Addition, Window Replacement",Permit,"No objection to issuance of permit for proposed rear addition and window replacement, per drawings received 22 May 2017. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-17-189-0', 'OG 17-189')",,,,,
OG 17-234,/records-research/project-search/og-17-234,HPA 17-376,"3012 Q Street, NW
United States",Residence,"Rear addition, Alterations, Window Replacement",Permit,"No objection to issuance of permit for proposed rear addition, alterations, and window replacement, per drawings received 19 May 2017, which indicate retention of existing roof structure. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-16-385-2', 'OG 16-385')",,,,,
OG 17-235,/records-research/project-search/og-17-235,HPA 17-377,"3032 Q Street, NW
United States",Multi-family residence,"Rear addition, Alterations",Permit,"No objection to issuance of permit for proposed rear addition, alterations, and window replacement, per drawings received 19 May 2017, which indicate landscaped bed at front yard, and rooftop mechanical equipment is located where it would not be visible from a public thoroughfare. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27497,"('/records-research/project-search/og-16-384-0', 'OG 16-384')",,,,,
OG 17-115,/records-research/project-search/og-17-115-1,HPA 17-206,"2706 Olive Street, NW
United States",Residence,Alterations,Concept - DD,"No objection to concept design for alterations, which include removal of shed addition at the rear for a new addition of similar footprint, replacement of doors, deteriorated windows, and deteriorated siding at main house and rear atrium, and extension of basement, per drawings received 20 April 2017. File new submission at DCRA with detailed and dimensioned drawings for review by the Commission.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-17-115-0', 'OG 17-115')",,,,,
OG 17-141,/records-research/project-search/og-17-141-0,HPA 17-257,"1633 31st Street, NW
United States",Residence,"Lighting, Security Cameras, Chimney flue",Permit,"No objection to issuance of permit for the installation of five security cameras and four post-mounted lights per drawings received 17 March 2017, as well as the removal of the flue, which was installed at the front roof slope prior to review or approval, for reinstallation within the brick chimney, per drawings received ___ May 2017, which indicate that a portion of the back side of the chimney would be removed for installation and reassembled to match existing using existing bricks.  Chimney would not change in design, size, or footprint.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-17-141', 'OG 17-141')",,,,,
OG 17-155,/records-research/project-search/og-17-155,HPA 17-272,"3051 M Street, NW
United States",Old Stone House,"Repairs, Fire Equipment",Permit,"No objection to issuance of permit for general restoration and installation of fire equipment, per supplemental drawings received 14 April 2017, which indicate replacing existing stair pickets and rails at the front elevation, repointing, replacing brick, removing brick infill to install stone, repairing windows and doors, painting, reconstructing berm, and installing fire strobe and connection at side yard with FDC sign at picket fence.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/cfa-23jan17', 'CFA 23/JAN/17-a')",,,,,
OG 17-173,/records-research/project-search/og-17-173,HPA 17-309,"3214 Reservoir Road, NW
United States",Residence,Solar panels,Permit,"No objection to issuance of permit for solar panels at roof, per drawings received 24 April 2017, which indicate individual inverters installed underneath each panel and a conduit, which would cut through a mortar joint to reach interior breaker panel, running next to gutter at rear.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,,,,,,
OG 17-176,/records-research/project-search/og-17-176,HPA 17-314,"3017 Orchard Lane, NW
United States",Residence,Roof replacement,Permit,"No objection to issuance of permit for replacement of slate shingles at main house to match existing and 3-tab asphalt shingles at garage addition with architectural-grade shingles, per drawings received 20 April 2017, which indicate that snow guards and skylights would be retained.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,,,,,,
OG 17-180,/records-research/project-search/og-17-180,HPA 17-325,"1366 37th Street, NW
United States",Georgetown University - Alumni Square,"Window Replacement, Door Restoration",Permit,"No objection to issuance of permit for proposed window replacement and door repair / refurbishment on all elevations per drawings received 14 April 2017. Note: Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-17-087-0', 'OG 17-087')",,,,,
OG 17-182,/records-research/project-search/og-17-182,HPA 17-327,"1644 31st Street, NW
United States",Tudor Place,Restoration of three garden structures,Concept,"No objection to concept design for new landscaping and restoration and reconstruction of gazebo, kitchen arbor, and smokehouse arbor to match existing, per drawings received 21 April 2017.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,,,,,,
OG 17-183,/records-research/project-search/og-17-183,HPA 17-328,"1080 Wisconsin Avenue, NW
United States",Multi-family residence,,Permit,"No objection to issuance of permit for replacement of rooftop antennas and related equipment for AT&T, per drawings received 14 April 2017, which indicate new antennas would be mounted so as to have them be screened by the penthouse structure.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,,,,,,
OG 17-184,/records-research/project-search/og-17-184,HPA 17-329,"2500 Q Street, NW
United States",Multi-family residence,,Permit,"No objection to issuance of permit for replacement and addition of rooftop antennas and related equipment for AT&T, per drawings received 14 April 2017, which indicate new and existing antennas would be screened with a stealth canister to match nearby installations for other carriers on the roof, and replacement antennas mounted to penthouse would be painted to match color of existing.    Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,,,,,,
OG 17-185,/records-research/project-search/og-17-185,HPA 17-330,"1226-1234 36th Street, NW
United States",Commercial,Sign - Seventeen Eighty Nine,Permit,"No objection to issuance of permit for proposed wall-mounted sign, per drawings dated 14 April 2017.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,,,,,,
OG 17-186,/records-research/project-search/og-17-186,HPA 17-331,"3222 M Street, NW
United States",Commercial,Storefront alterations,Permit,"No objection to issuance of permit for storefront alterations, per drawings received 20 April 2017, which indicate the retention of the leaded-glass transom and panel, installation of steel-composite panels and fire door, new fritted glass sidelights, and a metal and glass, single-lite storefront door with no canopy or awning.  Note that signs are not included in this application.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-17-088-1', 'OG 17-088')",,,,,
OG 17-188,/records-research/project-search/og-17-188,HPA 17-133,"3700 O Street, NW
United States",Georgetown University - ICC Building,Solar panels,Permit,"No objection to issuance of permit for proposed solar panel and roof replacement, per drawings received 14 April 2017. Note: Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-16-249-0', 'OG 16-249')",,,,,
OG 17-189,/records-research/project-search/og-17-189,HPA 17-334,"2724 Olive Street, NW
United States",Residence,"Rear Addition, Window Replacement",Concept,"No objection to concept design for proposed rear addition and window replacement, per drawings received 25 April 2017.  File new submission at DCRA of construction drawings, including dimensioned architectural details and cut sheets, with permit application for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,"('/records-research/project-search/og-17-075-0', 'OG 17-075')",,,,,
OG 17-190,/records-research/project-search/og-17-190,HPA 17-335,"1366 37th Street, NW
United States",Georgetown University,Solar Panels,Permit,"No objection to issuance of permit for proposed installation of solar panels on flat roofs, per drawings received 14 April 2017, PROVIDED mock-up indicates that panels would not be visible, and if so, that the proposed setback be adjusted to have them not be.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/27496,,,,,,
