0,1,2,3,4,5,6
OG 17-092 (HPA 17-165),"Commercial, 3150 M Street, NW.   Alterations. Permit.",,,,,[]
CFA 16/FEB/17-e ,"Hardy Middle School, 1819 35th Street, NW.   Site work for outdoor classroom. Concept.",/records-research/project-search/cfa-16feb17-e,CFA 16/FEB/17-e,,,[]
OG 17-093 (HPA 17-167),"Residence, 1688 31st Street, NW.   Rear addition, Roof alterations, New garage, Pool, Site work. Concept.",/records-research/project-search/og-17-093-0,OG 17-093,/records-research/project-search/og-16-291-1,OG 16-291,[]
OG 17-088 (HPA 17-161),"Commercial, 3222 M Street, NW.   Storefront alterations. Concept.",/records-research/project-search/og-17-088-1,OG 17-088,,,[]
OG 17-029 (HPA 17-054),"Mixed-use, 1032-1034 33rd Street, NW.   Rear Addition, Alterations. Concept.",/records-research/project-search/og-17-029-2,OG 17-029,/records-research/project-search/og-17-029,OG 17-029,[]
OG 17-098 (HPA 17-174),"Commercial, 1210-1214 28th Street, NW.   Rear additions, Demolition. Concept.",/records-research/project-search/og-17-098-0,OG 17-098,/records-research/project-search/og-17-005-2,OG 17-005,[]
OG 17-060 (HPA 17-109),"Residence, 3234 N Street, NW.   Alterations to front entry, Window Replacement, Site Alterations. Concept.",/records-research/project-search/og-17-060-1,OG 17-060,/records-research/project-search/og-17-060,OG 17-060,[]
OG 17-061 (HPA 17-110),"Residence, 3234 N Street, NW.   Demolition for construction entrance. Concept.",/records-research/project-search/og-17-061-1,OG 17-061,/records-research/project-search/og-17-061,OG 17-061,[]
OG 17-078 (HPA 17-151),"Residence, 3143 Dumbarton Street, NW.   Roof replacement. Permit.",/records-research/project-search/og-17-078-0,OG 17-078,,,[]
OG 17-043 (HPA 17-090),"Commercial, 1231 Potomac Street, NW.   Awning, Sign. Permit.",/records-research/project-search/og-17-043-1,OG 17-043,/records-research/project-search/og-17-043,OG 17-043,[]
OG 17-045 (HPA 17-093),"Residence, 3400 O Street, NW.   Rear Addition. Concept.",,,/records-research/project-search/og-17-045,OG 17-045,[]
OG 17-054 (HPA 17-103),"Commercial, 3000 K Street, NW.   Installation of Canopy. Concept.",/records-research/project-search/og-17-054-1,OG 17-054,/records-research/project-search/og-17-054,OG 17-054,[]
OG 17-048 (HPA 17-097),"Commercial, 1249 Wisconsin Avenue, NW.   Alterations, Signs-Kendra Scott. Concept.",/records-research/project-search/og-17-048-1,OG 17-048,/records-research/project-search/og-17-048,OG 17-048,[]
OG 17-089 (HPA 17-162),"Commercial, 3000 K Street, NW.   Site work. Permit.",/records-research/project-search/og-17-089-0,OG 17-089,/records-research/project-search/og-17-024-0,OG 17-024,[]
OG 16-309 (HPA 16-562),"Residence, 3320 Reservoir Road, NW.   Rear addition, Window and door replacement, Alterations. Concept.",/records-research/project-search/og-16-309-4,OG 16-309,/records-research/project-search/og-16-309-2,OG 16-309,[]
OG 17-083 (HPA 17-156),"Commercial, 1226-1234 36th Street, NW.   Alterations to facade of 1232 Prospect Street, Alterations, Window Replacement. Concept.",/records-research/project-search/og-17-083-1,OG 17-083,,,[]
OG 17-095 (HPA 17-169),"Residence, 3254 O Street, NW.   Alterations and Second Story Addition to Garage. Concept.",/records-research/project-search/og-17-095-3,OG 17-095,,,[]
OG 17-079 (HPA 17-152),"Commercial, 3205 N Street, NW.   Signs - Elevate & Co., Screening for Mechanical Equipment and Trash Area . Permit.",/records-research/project-search/og-17-079-1,OG 17-079,,,[]
OG 17-076 (HPA 17-148),"Commercial, 3131 M Street, NW.   Signs - Johnny Rockets - Existing alterations without review. Permit.",,,/records-research/project-search/og-16-307-0,OG 16-307,[]
OG 17-075 (HPA 17-145),"Residence, 2724 Olive Street, NW.   Removal of rear sunroom and installation of new deck. Permit.",,,,,[]
OG 17-074 (HPA 17-139),"Residence, 1667 35th Street, NW.   Window replacement, Site work. Permit.",/records-research/project-search/og-17-074-3,OG 17-074,,,[]
OG 17-096 (HPA 17-170),"Residence, 3107 Dumbarton Street, NW.   Window replacement, Alterations to garage, Roof replacement. Concept.",/records-research/project-search/og-17-096-0,OG 17-096,/records-research/project-search/og-17-066-0,OG 17-066,[]
OG 17-087 (HPA 17-160),"Georgetown University - Alumni Square, 1366 37th Street, NW.   Window Replacement, Door Restoration. Concept.",/records-research/project-search/og-17-087-0,OG 17-087,,,[]
CFA 23/JAN/17-a ,"Old Stone House, 3051 M Street, NW.   Repairs, Installation of lighting and fire department connections. Concept.",/records-research/project-search/cfa-23jan17,CFA 23/JAN/17-a,,,[]
OG 16-375 (HPA 16-666),"Multi-family residence, 3401 Water Street, NW.   Five-story roof addition, Alterations. Concept.",/records-research/project-search/og-16-375-2,OG 16-375,/records-research/project-search/og-16-375-0,OG 16-375,[]
OG 17-013 (HPA 17-020),"Georgetown Visitation Preparatory School, 1524 35th Street, NW.   Additions, Demolition. Concept.",/records-research/project-search/og-17-013-2,OG 17-013,/records-research/project-search/og-17-013-0,OG 17-013,[]
OG 17-068 (HPA 17-117),"Residence, 1633 31st Street, NW.   Lighting, Security Cameras. Concept.",/records-research/project-search/og-17-068-0,OG 17-068,,,[]
OG 16-385 (HPA 16-676),"Residence, 3012 Q Street, NW.   Rear addition, Alterations. Concept.",,,/records-research/project-search/og-16-385,OG 16-385,[]
OG 17-069 (HPA 17-118),"Residence, 3316 Volta Place, NW.   Addition, Alterations. Concept.",/records-research/project-search/og-17-069-0,OG 17-069,,,[]
OG 17-051 (HPA 17-100),"Residence, 2903 P Street, NW.   New pool house. Concept.",,,,,[]
OG 16-309 (HPA 16-562),"Residence, 3320 Reservoir Road, NW.   Rear addition, Window and door replacement, Alterations. Concept.",/records-research/project-search/og-16-309-4,OG 16-309,/records-research/project-search/og-16-309-1,OG 16-309,[]
OG 17-005 (HPA 17-012),"Commercial, 1210-1214 28th Street, NW.   Rear additions, Demolition. Concept.",/records-research/project-search/og-17-005-2,OG 17-005,/records-research/project-search/og-17-005-0,OG 17-005,[]
OG 16-300 (HPA 16-540),"House of Sweden, 2900 K Street, NW.   Bollards in public space. Concept.",/records-research/project-search/og-16-300-1,OG 16-300,/records-research/project-search/og-16-300,OG 16-300,[]
OG 17-064 (HPA 17-115),"Residence, 3327 Dent Place, NW.   Rear addition, Alterations. Concept.",/records-research/project-search/og-17-064-1,OG 17-064,,,[]
OG 17-029 (HPA 17-054),"Mixed-use, 1032-1034 33rd Street, NW.   Rear Addition, Alterations. Concept.",/records-research/project-search/og-17-029-2,OG 17-029,,,[]
OG 17-043 (HPA 17-090),"Commercial, 1231 Potomac Street, NW.   Awning, Sign. Permit.",/records-research/project-search/og-17-043-1,OG 17-043,,,[]
OG 17-046 (HPA 17-094),"Residence, 2507 P Street, NW.   Rear Addition, Alterations, Window Replacement, and Site Work. Concept.",/records-research/project-search/og-17-046-0,OG 17-046,,,[]
OG 17-045 (HPA 17-093),"Residence, 3400 O Street, NW.   Rear Addition. Permit.",/records-research/project-search/og-17-045-2,OG 17-045,,,[]
OG 17-048 (HPA 17-097),"Commercial, 1249 Wisconsin Avenue, NW.   Alterations, Signs-Kendra Scott. Permit.",/records-research/project-search/og-17-048-1,OG 17-048,,,[]
OG 17-054 (HPA 17-103),"Commercial, 3000 K Street, NW.   Installation of Canopy. Permit.",/records-research/project-search/og-17-054-1,OG 17-054,,,[]
OG 17-060 (HPA 17-109),"Residence, 3234 N Street, NW.   Alterations to front entry, Window Replacement, Site Alterations. Concept.",/records-research/project-search/og-17-060-1,OG 17-060,,,[]
OG 17-061 (HPA 17-110),"Residence, 3234 N Street, NW.   Demolition for construction entrance. Permit.",/records-research/project-search/og-17-061-1,OG 17-061,,,[]
OG 17-055 (HPA 17-104),"Multi-family residence, 1080 Wisconsin Avenue, NW.   Door replacement, Pergola. Concept.",/records-research/project-search/og-17-055-0,OG 17-055,/records-research/project-search/og-16-358-0,OG 16-358,[]
OG 17-066 (HPA 17-115),"Residence, 3107 Dumbarton Street, NW.   Window replacement, Alterations to garage, Roof replacement. Permit.",/records-research/project-search/og-17-066-0,OG 17-066,,,[]
CFA 23/JAN/17-b ,"Rose Park, Rock Creek Park - Rose Park Trail.   Rehabilitation of trail and fence. Final.",/records-research/project-search/cfa-23jan17-b,CFA 23/JAN/17-b,,,[]
OG 16-375 (HPA 16-666),"Multi-family residence, 3401 Water Street, NW.   Five-story roof addition, Alterations. Concept.",/records-research/project-search/og-16-375-2,OG 16-375,/records-research/project-search/og-16-375,OG 16-375,[]
OG 17-013 (HPA 17-020),"Georgetown Visitation Preparatory School, 1524 35th Street, NW.   Additions, Demolition. Concept.",/records-research/project-search/og-17-013-2,OG 17-013,/records-research/project-search/og-17-013,OG 17-013,[]
OG 17-022 (HPA 17-029),"Mixed-use, 3255-3259 Prospect Street, NW.   New 4-story building, Demolition, Alterations. Concept.",/records-research/project-search/og-18-310-3,OG 18-310,/records-research/project-search/og-17-022,OG 17-022,[]
OG 17-031 (HPA 17-058),"Fillmore School, 1801 35th Street, NW.   Fenestration alterations, Window replacement. Permit.",/records-research/project-search/og-17-031-0,OG 17-031,/records-research/project-search/og-16-370-0,OG 16-370,[]
OG 16-385 (HPA 16-676),"Residence, 3012 Q Street, NW.   Rear addition, Alterations. Concept.",,,,,[]
OG 16-383 (HPA 16-674),"Multi-family residence, 3016 Dumbarton Street, NW.   Rear addition, Alterations. Concept.",/records-research/project-search/og-16-383-1,OG 16-383,/records-research/project-search/og-16-383,OG 16-383,[]
OG 17-010 (HPA 17-017),"Mixed-use, 1723 Wisconsin Avenue, NW.   Rear and rooftop addition, Demolition, Alterations. Concept.",/records-research/project-search/og-17-010-1,OG 17-010,/records-research/project-search/og-17-010,OG 17-010,[]
OG 17-011 (HPA 17-018),"Mixed-use, 1728 Wisconsin Avenue, NW.   Rear and rooftop addition, Demolition, Alterations. Concept.",/records-research/project-search/og-17-011-1,OG 17-011,/records-research/project-search/og-17-011,OG 17-011,[]
OG 17-005 (HPA 17-012),"Commercial, 1210-1214 28th Street, NW.   Rear additions, Demolition. Concept.",/records-research/project-search/og-17-005-2,OG 17-005,/records-research/project-search/og-17-005,OG 17-005,[]
OG 17-030 (HPA 17-057),"Commercial, 1659 Wisconsin Avenue, NW.   Rear addition. Concept.",,,,,[]
OG 16-340 (HPA 16-598),"Residence, 2716 O Street, NW.   Rear addition, Demolition, Site work. Concept.",/records-research/project-search/og-16-340-3,OG 16-340,/records-research/project-search/og-16-340-1,OG 16-340,[]
OG 17-064 (HPA 17-115),"Residence, 3327 Dent Place, NW.   Rear addition, Alterations. Concept.",,,,,[]
OG 16-309 (HPA 16-562),"Residence, 3320 Reservoir Road, NW.   Rear addition, Window and door replacement, Alterations. Concept.",/records-research/project-search/og-16-309-4,OG 16-309,/records-research/project-search/og-16-309-0,OG 16-309,[]
OG 16-351 (HPA 16-636),"Residence, 1633 31st Street, NW.   Fence replacement, Retaining walls, Alterations. Concept.",,,/records-research/project-search/og-16-351-0,OG 16-351,[]
OG 16-348 (HPA 16-613),"Residence, 3116 P Street, NW.   Two-story rear addition. Concept.",/records-research/project-search/og-16-348-1,OG 16-348,/records-research/project-search/og-16-348,OG 16-348,[]
OG 17-018 (HPA 17-026),"Residence, 2920 Dumbarton Street, NW.   Window and door replacement, Roof decks, Alterations. Permit.",/records-research/project-search/og-17-018-1,OG 17-018,/records-research/project-search/og-17-018,OG 17-018,[]
OG 17-035 (HPA 17-063),"Residence, 3327 Dent Place, NW.   Rear addition, Alterations. Concept.",,,,,[]
OG 16-330 (HPA 16-588),"Residence, 3000 Dent Place, NW.   Addition, Alterations. Concept.",/records-research/project-search/og-16-330-3,OG 16-330,/records-research/project-search/og-16-330-1,OG 16-330,[]
OG 17-013 (HPA 17-020),"Georgetown Visitation Preparatory School, 1524 35th Street, NW.   Additions, Demolition. Concept.",/records-research/project-search/og-17-013-2,OG 17-013,,,[]
OG 17-022 (HPA 17-029),"Mixed-use, 3255-3259 Prospect Street, NW.   New 4-story building, Demolition, Alterations. Concept.",/records-research/project-search/og-18-310-3,OG 18-310,/records-research/project-search/og-16-287-1,OG 16-287,[]
OG 16-336 (HPA 16-594),"Residence, 3626 Prospect Street, NW.   Rear alterations. Concept.",/records-research/project-search/og-16-336-3,OG 16-336,/records-research/project-search/og-16-336-1,OG 16-336,[]
OG 16-337 (HPA 16-595),"Residence, 2823 N Street, NW.   Alterations, Site Work. Concept.",/records-research/project-search/og-16-337-3,OG 16-337,/records-research/project-search/og-16-337-1,OG 16-337,[]
OG 17-023 (HPA 17-031),"Residence, 3058 R Street, NW.   Increase height of garage. Concept.",/records-research/project-search/og-17-023-0,OG 17-023,,,[]
OG 17-010 (HPA 17-017),"Mixed-use, 1723 Wisconsin Avenue, NW.   Rear and rooftop addition, Demolition, Alterations. Concept.",/records-research/project-search/og-17-010-1,OG 17-010,,,[]
OG 17-011 (HPA 17-018),"Mixed-use, 1728 Wisconsin Avenue, NW.   Rear and rooftop addition, Demolition, Alterations. Concept.",/records-research/project-search/og-17-011-1,OG 17-011,,,[]
OG 16-383 (HPA 16-674),"Multi-family residence, 3016 Dumbarton Street, NW.   Rear addition, Alterations. Concept.",/records-research/project-search/og-16-383-1,OG 16-383,,,[]
OG 16-276 (HPA 16-495),"Mixed-use, 1029 31st Street, NW.   Rear addition, Alterations. Concept.",/records-research/project-search/og-16-276-1,OG 16-276,/records-research/project-search/og-16-276,OG 16-276,[]
OG 16-340 (HPA 16-598),"Residence, 2716 O Street, NW.   Rear addition, Demolition, Site work. Concept.",/records-research/project-search/og-16-340-3,OG 16-340,/records-research/project-search/og-16-340,OG 16-340,[]
OG 16-309 (HPA 16-562),"Residence, 3320 Reservoir Road, NW.   Rear addition, Window and door replacement, Alterations. Concept.",/records-research/project-search/og-16-309-4,OG 16-309,/records-research/project-search/og-16-309,OG 16-309,[]
OG 16-351 (HPA 16-636),"Residence, 1633 31st Street, NW.   Fence replacement, Retaining walls, Alterations. Concept.",/records-research/project-search/og-16-351-2,OG 16-351,/records-research/project-search/og-16-351,OG 16-351,[]
OG 17-002 (HPA 17-002),"Commercial, 3330 Cady's Alley, NW.   Banner and sign - Brilliant Earth, Alterations. Concept.",/records-research/project-search/og-17-002-0,OG 17-002,,,[]
OG 17-005 (HPA 17-012),"Commercial, 1210-1214 28th Street, NW.   Rear additions, Demolition. Concept.",/records-research/project-search/og-17-005-2,OG 17-005,,,[]
OG 17-018 (HPA 17-026),"Residence, 2920 Dumbarton Street, NW.   Window and door replacement, Roof decks, Alterations. Permit.",/records-research/project-search/og-17-018-1,OG 17-018,/records-research/project-search/og-16-242-3,OG 16-242,[]
OG 17-021 (HPA 17-029),"Residence, 3107 Dumbarton Street, NW.   Garage door replacement, Alterations to garage roof . Permit.",/records-research/project-search/og-17-021-0,OG 17-021,/records-research/project-search/og-16-342-0,OG 16-342,[]
OG 17-012 (HPA 17-019),"Commercial, 1634 Wisconsin Avenue, NW.   Sign - Mattress Firm - Existing Alterations without Review. Permit.",/records-research/project-search/og-17-012-0,OG 17-012,,,[]
OG 17-025 (HPA 17-033),"Commercial, 1055 Thomas Jefferson Street, NW.   Sign - Colonial Parking. Permit.",/records-research/project-search/og-17-025-0,OG 17-025,,,[]
CFA 20/OCT/16-TBD (HPA N/A),"Hardy Middle School, 1819 35th Street, NW.   Site work for outdoor classroom. Concept.",,,,,[]
OG 16-335 (HPA 16-593),"Georgetown University, 3700 O Street, NW.   New structure, Alterations - Cooper Field. Concept.",/records-research/project-search/og-16-335-3,OG 16-335,/records-research/project-search/og-16-335,OG 16-335,[]
OG 16-371 (HPA 16-662),"Fillmore School, 1801 35th Street, NW.   Addition, Alterations, Site work. Concept.",,,,,[]
OG 16-370 (HPA 16-661),"Fillmore School, 1801 35th Street, NW.   Alterations. Concept.",/records-research/project-search/og-16-370-0,OG 16-370,,,[]
OG 16-375 (HPA 16-666),"Multi-family residence, 3401 Water Street, NW.   Five-story roof addition, Alterations. Concept.",/records-research/project-search/og-16-375-2,OG 16-375,,,[]
OG 16-155 (HPA 16-275),"Residence, 3324 Dent Place, NW.   New residence. Concept.",,,/records-research/project-search/og-16-155-1,OG 16-155,[]
OG 16-336 (HPA 16-594),"Residence, 3626 Prospect Street, NW.   Rear alterations. Concept.",/records-research/project-search/og-16-336-3,OG 16-336,/records-research/project-search/og-16-336,OG 16-336,[]
OG 16-337 (HPA 16-595),"Residence, 2823 N Street, NW.   Basement addition, Retaining walls, Alterations. Concept.",/records-research/project-search/og-16-337-3,OG 16-337,/records-research/project-search/og-16-337,OG 16-337,[]
OG 16-379 (HPA 16-670),"Residence, 3264 S Street, NW.   Porch enclosure, Site alterations. Permit.",/records-research/project-search/og-16-379-0,OG 16-379,/records-research/project-search/og-15-251-0,OG 15-251,[]
OG 16-330 (HPA 16-588),"Residence, 3000 Dent Place, NW.   Addition, Alterations. Concept.",/records-research/project-search/og-16-330-3,OG 16-330,/records-research/project-search/og-16-330,OG 16-330,[]
OG 16-291 (HPA 16-510),"Residence, 1688 31st Street, NW.   Rear addition, Roof alterations, New garage, Pool, Site work. Concept.",/records-research/project-search/og-16-291-1,OG 16-291,/records-research/project-search/og-16-291,OG 16-291,[]
OG 16-290 (HPA 16-509),"Residence, 3048 R Street, NW.   Alterations, Window replacement, Window wells in public space. Concept.",/records-research/project-search/og-16-290-1,OG 16-290,/records-research/project-search/og-16-290,OG 16-290,[]
OG 16-331 (HPA 16-589),"Residence, 1246-1250 27th Street, NW.   Alterations. Concept.",/records-research/project-search/og-16-331-2,OG 16-331,/records-research/project-search/og-16-331,OG 16-331,[]
OG 16-374 (HPA 16-665),"Residence, 2920 Dumbarton Street, NW.   Alterations - Existing alterations without review. Permit.",/records-research/project-search/og-16-374-0,OG 16-374,/records-research/project-search/og-16-242-3,OG 16-242,[]
OG 16-309 (HPA 16-562),"Residence, 3320 Reservoir Road, NW.   Rear addition, Window replacement. Concept.",/records-research/project-search/og-16-309-4,OG 16-309,,,[]
OG 16-348 (HPA 16-613),"Residence, 3116 P Street, NW.   Two-story rear addition. Concept.",/records-research/project-search/og-16-348-1,OG 16-348,,,[]
OG 16-368 (HPA 16-659),"Residence, 1724 34th Street, NW.   Addition, Alterations, Site work. Concept.",/records-research/project-search/og-16-368-0,OG 16-368,,,[]
OG 16-286 (HPA 16-505),"Mixed-use, 3210 Grace Street, NW.   Alley fenestration alterations, Rear addition, Signs. Concept.",,,/records-research/project-search/og-16-286,OG 16-286,[]
OG 16-333 (HPA 16-591),"Residence, 3021 Dumbarton Street, NW.   Window well. Concept.",,,,,[]
OG 16-351 (HPA 16-636),"Residence, 1633 31st Street, NW.   Fence replacement, Retaining walls. Concept.",/records-research/project-search/og-16-351-2,OG 16-351,,,[]
OG 16-363 (HPA 16-654),"Residence, 1639 35th Street, NW.   Fenestration replacement . Concept.",,,,,[]
OG 16-110 (HPA 16-182),"Medstar Georgetown University Hospital, 3800 Reservoir Road, NW.   New hospital building, Site work . Concept.",/records-research/project-search/og-16-110-3,OG 16-110,/records-research/project-search/og-16-110-1,OG 16-110,[]
OG 16-335 (HPA 16-593),"Georgetown University, 3700 O Street, NW.   New Structure, Alterations - Cooper Field. Concept.",/records-research/project-search/og-16-335-3,OG 16-335,,,[]
OG 16-332 (HPA 16-590),"Dumbarton House, 2715 Q Street, NW.   Site work, Alterations. Permit.",,,,,[]
OG 16-300 (HPA 16-540),"House of Sweden, 2900 K Street, NW.   Bollards in public space. Permit.",/records-research/project-search/og-16-300-1,OG 16-300,,,[]
OG 16-325 (HPA 16-583),"Mixed-use, 3000 M Street, NW.   Additions, Alterations, Demolition. Concept - DD.",/records-research/project-search/og-16-325-0,OG 16-325,/records-research/project-search/og-16-205-0,OG 16-205,[]
OG 16-155 (HPA 16-275),"Residence, 3324 Dent Place, NW.   New residence. Concept.",,,/records-research/project-search/og-16-155-0,OG 16-155,[]
OG 16-331 (HPA 16-589),"Residence, 1246-1250 27th Street, NW.   Alterations. Concept.",/records-research/project-search/og-16-331-2,OG 16-331,,,[]
OG 16-340 (HPA 16-598),"Residence, 2716 O Street, NW.   Rear addition, Demolition. Concept.",/records-research/project-search/og-16-340-3,OG 16-340,,,[]
OG 16-303 (HPA 16-551),"Multi-family residence, 2512 Q Street, NW.   Alterations, Demolition, Replacement windows, HVAC. Permit.",/records-research/project-search/og-16-303-0,OG 16-303,/records-research/project-search/og-16-101-1,OG 16-101,[]
OG 16-267 (HPA 16-486),"Residence, 1726 34th Street, NW.   Rear alterations, Window replacement, Site work. Permit.",,,,,[]
OG 16-320 (HPA 16-578),"Residence, 3236 Reservoir Road, NW.   Fenestration alterations, Site work. Concept.",,,,,[]
OG 16-337 (HPA 16-595),"Residence, 2823 N Street, NW.   Basement addition, retaining walls, alterations. Concept.",/records-research/project-search/og-16-337-3,OG 16-337,,,[]
OG 16-336 (HPA 16-594),"Residence, 3626 Prospect Street, NW.   Rear alterations. Concept.",/records-research/project-search/og-16-336-3,OG 16-336,,,[]
OG 16-330 (HPA 16-588),"Residence, 3000 Dent Place, NW.   Addition, Alterations. Concept.",/records-research/project-search/og-16-330-3,OG 16-330,,,[]
OG 16-318 (HPA 16-576),"Commercial, 3143 N Street, NW.   Signs - EagleBank, ATM, Lighting. Concept.",/records-research/project-search/og-16-318-0,OG 16-318,,,[]
OG 16-314 (HPA 16-571),"Commercial, 1132 29th Street, NW.   Alterations, Sign - Say Cheese. Permit.",,,/records-research/project-search/og-16-262-0,OG 16-262,[]
OG 16-342 (HPA 16-600),"Residence, 3107 Dumbarton Street, NW.   Garage door replacement, Alterations to garage roof . Concept.",/records-research/project-search/og-16-342-0,OG 16-342,,,[]
OG 16-242 (HPA 16-424),"Residence, 2920 Dumbarton Street, NW.   Alterations, Replacement windows/doors - Existing alterations without review. Concept.",,,/records-research/project-search/og-16-242,OG 16-242,[]
OG 16-299 (HPA 16-534),"Commercial, 3241-3245 M Street, NW.   Storefront alterations, sign - & Other Stories - Existing alterations without review. Permit.",/records-research/project-search/og-16-299-0,OG 16-299,/records-research/project-search/og-16-046-2,OG 16-046,[]
OG 16-266 (HPA 16-485),"Georgetown University, 3700 O Street, NW.   Georgetown University Draft Campus Plan 2017-2036. Information presentation.",/records-research/project-search/og-16-266-0,OG 16-266,,,[]
OG 16-110 (HPA 16-182),"MedStar Georgetown University Hospital, 3800 Reservoir Road, NW.   New hospital building, Site work . Concept.",/records-research/project-search/og-16-110-3,OG 16-110,/records-research/project-search/og-16-110-0,OG 16-110,[]
OG 16-287 (HPA 16-506),"Multi-family residence, 3255-3259 Prospect Street, NW.   New construction, Demolition. Concept.",,,/records-research/project-search/og-15-120-0,OG 15-120,[]
OG 16-248 (HPA 16-430),"Mixed-use, 3240 Prospect Street, NW.   Rooftop addition, Demolition, Alterations. Concept.",/records-research/project-search/og-16-248-1,OG 16-248,/records-research/project-search/og-16-248,OG 16-248,[]
OG 16-276 (HPA 16-495),"Mixed-use, 1029 31st Street, NW.   Rear addition, Demolition. Concept.",/records-research/project-search/og-16-276-1,OG 16-276,,,[]
OG 16-239 (HPA 16-420),"Commercial, 3000 K Street, NW.   Site work. Concept.",/records-research/project-search/og-16-239-1,OG 16-239,/records-research/project-search/og-16-239,OG 16-239,[]
OG 16-286 (HPA 16-505),"Mixed-use, 3210 Grace Street, NW.   Alley fenestration alterations, Rear addition, Signs. Concept.",,,,,[]
OG 16-200 (HPA 16-356),"Commercial, 1335 Wisconsin Avenue, NW.   Storefront alterations, Replacement canopy, HVAC screen. Concept.",/records-research/project-search/og-16-200-2,OG 16-200,/records-research/project-search/og-16-200-0,OG 16-200,[]
OG 16-291 (HPA 16-510),"Residence, 1688 31st Street, NW.   Rear addition, Roof alterations, New garage, Pool, Site work. Concept.",/records-research/project-search/og-16-291-1,OG 16-291,,,[]
OG 16-290 (HPA 16-509),"Residence, 3048 R Street, NW.   Alterations, Replacement windows, Window wells in public space. Concept.",/records-research/project-search/og-16-290-1,OG 16-290,,,[]
OG 16-258 (HPA 16-476),"Residence, 2804 N Street, NW.   Three-story rear addition. Permit.",/records-research/project-search/og-16-258-0,OG 16-258,,,[]
OG 16-256 (HPA 16-474),"Residence, 1623 33rd Street, NW.   Alterations, Roof deck. Concept.",,,,,[]
OG 16-275 (HPA 16-494),"Residence, 3100 Dumbarton Street, NW.   Addition to garage, Alterations. Permit.",/records-research/project-search/og-16-275-0,OG 16-275,/records-research/project-search/og-16-206-0,OG 16-206,[]
OG 16-279 (HPA 16-498),"Commercial, 1069 Thomas Jefferson Street, NW.   Alterations, Rear addition at 2nd floor, Site work. Concept.",/records-research/project-search/og-16-279-0,OG 16-279,,,[]
OG 16-280 (HPA 16-499),"Residence, 3264 S Street, NW.   Garden Walls. Permit.",/records-research/project-search/og-16-280-0,OG 16-280,,,[]
OG 16-282 (HPA 16-501),"Residence, 1313 28th Street, NW.   Replacement Windows. Revised permit.",/records-research/project-search/og-16-282-0,OG 16-282,/records-research/project-search/og-16-244-0,OG 16-244,[]
OG 16-221 (HPA 16-397),"Commercial, 3060 M Street, NW.   Signs, Mechanical equipment, Alterations - Laduree. Permit.",/records-research/project-search/og-16-221-1,OG 16-221,/records-research/project-search/og-16-221,OG 16-221,[]
OG 16-262 (HPA 16-481),"Commercial, 1132 29th Street, NW.   Alterations, Awnings, Signs - Say Cheese. Concept.",/records-research/project-search/og-16-262-0,OG 16-262,,,[]
OG 16-264 (HPA 16-483),"Commercial, 3132 Blues Alley, NW.   Signs - Hinckley Pottery. Permit.",/records-research/project-search/og-16-264-0,OG 16-264,,,[]
OG 16-274 (HPA 16-493),"Commercial, 3128 M Street, NW.   Alterations to storefront - Francesca's. Permit.",,,,,[]
OG 16-110 (HPA 16-182),"MedStar Georgetown University Hospital, 3800 Reservoir Road, NW.   New hospital building, Site work . Concept.",/records-research/project-search/og-16-110-3,OG 16-110,/records-research/project-search/og-16-110,OG 16-110,[]
OG 16-248 (HPA 16-430),"Mixed-use, 3240 Prospect Street, NW.   Rooftop addition, Demolition. Concept.",/records-research/project-search/og-16-248-1,OG 16-248,,,[]
OG 16-155 (HPA 16-275),"Residence, 3324 Dent Place, NW.   New construction. Concept.",,,/records-research/project-search/og-16-155,OG 16-155,[]
OG 16-240 (HPA 16-421),"Mixed-use, 1029 31st Street, NW.   Rooftop and rear additions, Demolition. Concept.",,,,,[]
OG 16-239 (HPA 16-420),"Commercial, 3000 K Street, NW.   Site work. Concept.",/records-research/project-search/og-16-239-1,OG 16-239,,,[]
OG 16-200 (HPA 16-356),"Commercial, 1335 Wisconsin Avenue, NW.   Storefront alterations, Replacement canopy. Concept.",/records-research/project-search/og-16-200-2,OG 16-200,/records-research/project-search/og-16-200,OG 16-200,[]
OG 16-210 (HPA 16-366),"Residence, 3009 Dumbarton Street, NW.   Rear addition, Shed demolition, Site work. Concept.",/records-research/project-search/og-16-210-1,OG 16-210,/records-research/project-search/og-16-210,OG 16-210,[]
OG 16-234 (HPA 16-415),"Residence, 1653 35th Street, NW.   Two-story rear addition. Concept.",,,,,[]
OG 16-137 (HPA 16-229),"Residence, 1419 33rd Street, NW.   New garage, Site work. Concept.",/records-research/project-search/og-16-137-3,OG 16-137,/records-research/project-search/og-16-137-1,OG 16-137,[]
OG 16-203 (HPA 16-359),"Residence, 2809 Dumbarton Street, NW.   Alterations, Replacement windows. Concept.",/records-research/project-search/og-16-203-1,OG 16-203,/records-research/project-search/og-16-203,OG 16-203,[]
OG 16-245 (HPA 16-427),"Residence, 1536 32nd Street, NW.   New dormers, Rear fenestration alterations. Concept.",/records-research/project-search/og-16-245-0,OG 16-245,,,[]
OG 16-202 (HPA 16-358),"Mixed-use, 1071 Thomas Jefferson Street, NW.   Awnings, Banner - Curio. Permit.",,,,,[]
